importance,pass
0.0010965465493827438,False
0.00299883267116766,False
0.0024960977591741255,False
0.002180917330931851,False
0.0015099019663918128,False
0.0015490966826116335,False
0.003203538511477007,True
0.002165066032994276,False
0.0018627232985299394,False
0.0015820856286888774,False
0.002097066178056785,False
0.0018034784149208096,False
0.0016689301512465848,False
0.002978298468172742,False
0.0024239550737096705,False
0.0028783594883682335,False
0.0014816072745981168,False
0.0016540014584310783,False
0.001592656891814629,False
0.002214400463366697,False
0.0018435305198912725,False
0.001983147770360947,False
0.0018740140446521147,False
0.002168996963917955,False
0.002118481478773816,False
0.0019107060502403404,False
0.0016021013667531486,False
0.0019007441795087612,False
0.0018725213357371037,False
0.0014670928565504026,False
0.002855613725530335,False
0.001813538236703783,False
0.001951854948582628,False
0.0023704717544504052,False
0.0024127868173564244,False
0.0024391494844888885,False
0.0014142513882745842,False
0.001980496961991307,False
0.0019049736491290317,False
0.0020577750856687876,False
0.0017670355187793746,False
0.0017021219139300478,False
0.001575164657522382,False
0.001859987546127217,False
0.002761038066842112,False
0.0018417300737530809,False
0.001385394049382074,False
0.0018045087699920033,False
0.002533271650998592,False
0.002775562617043237,False
0.0019489649129698456,False
0.0022254479233118365,False
0.0020159868633741855,False
0.0021850516768466373,False
0.0019679537779366016,False
0.0033907838250264596,True
0.00248556040352208,False
0.002365137567006653,False
0.001765247565229609,False
0.002323522793570385,False
0.0020416906053043354,False
0.0014127524844717893,False
0.0017565572397588271,False
0.0013718305603033693,False
0.0022920808000312836,False
0.002040065929377064,False
0.0017586764919879964,False
0.0021423124172795737,False
0.0018229776118392417,False
0.0033529719274176186,True
0.0019735142853032385,False
0.001696768030402643,False
0.002736219040773482,False
0.0013604929443594969,False
0.0020908493740607876,False
0.001733120690381793,False
0.0024775980479949983,False
0.00163423150574358,False
0.0013499439049192378,False
0.002857000510805614,False
0.0017159014417230292,False
0.0016385430041034855,False
0.0018236823666576791,False
0.0018320622297344092,False
0.0017528867718706724,False
0.0019962147679471577,False
0.003106669113703443,True
0.0020086667212676893,False
0.0015416376825313671,False
0.0020590273283227285,False
0.002106304497186203,False
0.0013467928344066957,False
0.0028295864843743616,False
0.0015139396634017963,False
0.001998344582241887,False
0.001880745002046237,False
0.001247173882546798,False
0.0027120596950957875,False
0.002253506042782863,False
0.002454574901456203,False
0.0023962379831673044,False
0.0018078939059844343,False
